miRNA	average
miR-1291	0.008101388986259792
miR-607	0.008063840480123657
miR-376c-5p	0.008050536721360023
miR-3183	0.008029009671156613
miR-6730-3p	0.008015794228593488
miR-1908-3p	0.007993930639795043
miR-383-5p	0.007993875303056201
miR-124-3p	0.007881948660670749
miR-219b-3p	0.007847750898652806
miR-4646-3p	0.007821409566043803
miR-579-5p	0.007820606039205208
miR-18b-3p	0.007786712306414268
miR-6769a-3p	0.007762816092078142
miR-4532	0.007745280250848332
miR-6749-3p	0.007745126219615844
miR-2681-5p	0.007700922796311638
miR-376b-5p	0.007685847313733356
miR-6797-3p	0.007676506735568019
miR-6837-5p	0.007661829068666462
miR-641	0.007660019492636931
miR-3656	0.0075774941996088405
miR-3667-3p	0.007467483894536633
miR-6793-3p	0.0074300302194284336
miR-6756-3p	0.007314145874618736
miR-301b-3p	0.007299873479051166
miR-320e	0.007259691623980361
miR-3913-3p	0.007249193374792649
miR-6501-3p	0.007169380454661555
miR-3191-5p	0.00707238653163548
miR-556-3p	0.00705537116248261
miR-3620-3p	0.007044374065334293
miR-520g-3p	0.0069129086846974955
miR-6788-5p	0.006755280437946115
miR-4762-3p	0.0067476975476089
miR-3140-3p	0.0066883788194390245
miR-6515-5p	0.0066683284416979545
miR-4479	0.00663061233695847
miR-488-3p	0.006601953051900108
miR-4522	0.00659692279771946
miR-642a-3p	0.006584281424251554
miR-4533	0.006568873584679646
miR-6885-3p	0.006568173596673919
miR-3136-5p	0.006459505610844308
miR-4469	0.006438771523579344
miR-4741	0.006406072238930261
miR-3174	0.006395933373845589
miR-3074-3p	0.0063667588217719215
miR-6763-5p	0.006360720210173364
miR-4699-3p	0.006321275626206562
miR-449b-3p	0.006301875889894804
miR-6741-3p	0.0062825257326451
miR-3188	0.006264712610679131
miR-3923	0.006246127014956456
miR-873-5p	0.006238795289751674
miR-495-5p	0.006233022834266039
miR-378f	0.0061850210055220565
miR-548s	0.00615042325654256
miR-4458	0.006114356836989743
miR-190a-3p	0.006087058929090386
miR-4755-3p	0.006054251966559994
miR-6880-3p	0.006022266747417086
miR-570-3p	0.005970598669278538
miR-4454	0.005928425622884104
miR-4786-3p	0.005864668596868477
miR-6743-3p	0.005778739079475049
miR-106a-3p	0.005681521267841248
miR-6774-3p	0.00564461134429562
miR-520f-3p	0.005640634695518207
miR-216b-5p	0.005562932490612993
miR-4705	0.005560798999788659
miR-627-3p	0.005560142988949285
miR-6766-3p	0.005551548070524507
miR-1260b	0.005543733509743185
miR-3163	0.00553011213496802
miR-6783-3p	0.005493935402252981
miR-2681-3p	0.005481615470701912
miR-6762-3p	0.005481374583650672
miR-4515	0.005466780028940537
miR-1179	0.005464958613400811
miR-6871-5p	0.005456114793522108
miR-6748-3p	0.005447091200901792
miR-6772-3p	0.005428489441834703
miR-4436b-3p	0.005370137458057912
miR-4753-5p	0.005366610801497955
miR-6874-3p	0.005310453105201817
miR-515-5p	0.005306337347339729
miR-3152-5p	0.00530100514114826
miR-4745-5p	0.005256448146450084
miR-219a-2-3p	0.0052342434890041475
miR-6812-3p	0.0052261799616485916
miR-520h	0.005162631168167733
miR-6727-5p	0.005128395801869724
miR-4528	0.005099218321602856
miR-3158-5p	0.005093044291830742
miR-380-3p	0.005078975718721418
miR-4646-5p	0.005069865655725805
miR-548d-3p	0.005051830342108716
miR-6761-3p	0.005049660732815831
miR-6764-5p	0.00504486283845397
miR-5708	0.005037672120800245
miR-3609	0.004999817220442581
miR-487a-3p	0.0049950358981422785
miR-3189-3p	0.004950908891594009
miR-7844-5p	0.004901134557764163
miR-6715a-3p	0.004895154750537445
miR-1250-5p	0.004878390201056551
miR-5581-3p	0.004875262493127207
miR-3617-3p	0.004874969217206096
miR-1237-3p	0.004874277277192754
miR-4433a-3p	0.004858901178336411
miR-6516-3p	0.004824198791021895
miR-6757-5p	0.004784412281764747
miR-1181	0.0047610822161259945
miR-549a	0.004756828326677159
miR-4516	0.004755416676050841
miR-1276	0.004742156665234854
miR-4714-3p	0.0047210076112032635
miR-548ba	0.0047144662036155745
miR-1288-5p	0.004687049983901487
miR-1185-1-3p	0.004684207782195425
miR-5088-5p	0.004669241287020822
miR-6853-3p	0.004647646381191159
miR-4687-5p	0.004578978293265633
miR-548aw	0.0045602138176439435
miR-410-5p	0.004550434885802941
miR-4691-3p	0.0045406300558591675
miR-6851-3p	0.0045011151289439085
miR-3620-5p	0.004497026570513094
miR-4701-5p	0.004450203692482014
miR-137	0.004429279760350347
miR-6506-5p	0.004417677396577005
miR-3150a-5p	0.004413529599810793
miR-3622b-3p	0.004395891879036199
miR-5699-3p	0.004383722729858243
miR-3939	0.004348170682749613
miR-147b	0.00434457104602012
miR-6818-3p	0.004329889765899775
miR-556-5p	0.004309320947581339
miR-1537-3p	0.004307938493283331
miR-4709-5p	0.00429305151985398
miR-6827-3p	0.004284087261204539
miR-4687-3p	0.004282343414514507
miR-6834-5p	0.0042649308373232655
miR-7846-3p	0.004261387549183028
miR-6731-5p	0.004237321231266425
miR-4442	0.004211590421731334
miR-216a-3p	0.004208075185514001
miR-6721-5p	0.004186985122452678
miR-5579-3p	0.004183610449227155
miR-4762-5p	0.004182830524588748
miR-4474-3p	0.004182449171997456
miR-6827-5p	0.004174283139298395
miR-4707-5p	0.0041656546626902555
miR-6807-5p	0.00414811119705395
miR-4306	0.00414291197009968
miR-186-3p	0.004115777212344147
miR-487b-5p	0.00410976937171436
miR-3176	0.004103914295893981
miR-449b-5p	0.004094258644286743
miR-5705	0.004076192729567376
miR-6792-3p	0.004067207097942878
miR-6884-5p	0.004062001570846149
miR-7152-5p	0.0040449591454191115
miR-4449	0.004025203553723543
miR-3127-3p	0.004024494608422629
miR-7976	0.0040145891317135704
miR-4679	0.003992826296955139
miR-3194-3p	0.003991995506982704
miR-6818-5p	0.0039862307533908205
miR-7152-3p	0.003962213067161375
miR-6895-3p	0.003954512514580632
miR-6805-5p	0.0039392275205028604
miR-4664-3p	0.003933909538173535
miR-548au-3p	0.003932706781792196
miR-2115-5p	0.003923398173290058
miR-6814-3p	0.003920725832600781
miR-219b-5p	0.003920203424106048
miR-6513-5p	0.0039024529277984356
miR-6815-5p	0.003897219931124113
miR-548f-3p	0.0038436289098818677
miR-548e-5p	0.0037809259813887247
miR-520d-5p	0.003736472367826091
miR-6738-3p	0.0037215937478025122
miR-3664-5p	0.0036915773518799372
miR-3187-5p	0.0036898968757118436
miR-4435	0.0036803133552814693
miR-509-5p	0.0036627924684340136
miR-4453	0.0036565750853176063
miR-6875-3p	0.0036470090811141142
miR-449c-5p	0.003636880520048381
miR-4757-5p	0.0036151311931636627
miR-4725-3p	0.0036077634363874942
miR-892a	0.0035952744474926405
miR-4745-3p	0.0035577792024727205
miR-7155-5p	0.003547617794500624
miR-513a-5p	0.003532811187792712
miR-371b-5p	0.0035207416625844816
miR-6894-5p	0.003502065109996638
miR-6874-5p	0.0034986257837516187
miR-494-5p	0.003495684654737689
miR-3610	0.00346967649393483
miR-4723-3p	0.0034652779209329698
miR-4652-5p	0.0034641564364323012
miR-4717-3p	0.00345971554934893
miR-6882-3p	0.00345256830540449
miR-545-5p	0.0034430425403312133
miR-1295b-3p	0.003436955139822876
miR-6842-5p	0.003429131786204821
miR-6767-5p	0.003394849801304455
miR-323a-5p	0.0033556630966182946
miR-3681-5p	0.003354243070415941
miR-1251-3p	0.0033537451070230605
miR-4658	0.0033311115535041074
miR-4755-5p	0.0033293955739504585
miR-129-1-3p	0.0033178817191675584
miR-6748-5p	0.003307557342093066
miR-1185-5p	0.0033023635017921256
miR-6796-5p	0.003288789352011764
miR-5009-5p	0.003286955353637124
miR-6781-3p	0.0032772580575463413
miR-4802-3p	0.0032674324375671364
miR-6504-5p	0.0032624364033914098
miR-488-5p	0.0032437511473152555
miR-504-3p	0.0032179490354117273
miR-4492	0.0032083161233279283
miR-4667-3p	0.003204221877937167
miR-6888-3p	0.0032034980223535304
miR-6728-5p	0.003170379838805904
miR-7109-3p	0.003166026884217251
miR-450a-2-3p	0.003141687496352781
miR-4676-3p	0.0031269338345127178
miR-432-3p	0.003120435090233094
miR-520b	0.003114988655598992
miR-3911	0.0031124458766245916
miR-548q	0.0030817017585234078
miR-7848-3p	0.0030808748205746832
miR-4748	0.0030721915367202183
miR-548t-5p	0.0030714862235990603
miR-6847-5p	0.0030714689994931015
miR-3938	0.0030552797349238073
miR-1914-5p	0.003051401881661031
miR-6821-3p	0.003047951489406386
miR-1305	0.00304646764398706
miR-5694	0.003045519167767769
miR-3622a-5p	0.0030396969268812377
miR-373-3p	0.0030372269501845184
miR-4690-5p	0.003014373175746484
miR-155-3p	0.003008522068821285
miR-6789-3p	0.002942431584671441
miR-3190-5p	0.0029247951415415684
miR-3143	0.002916370772029726
miR-512-5p	0.002909258375481012
miR-6887-3p	0.0028617719110033846
miR-513c-5p	0.0028581243624646838
miR-381-5p	0.0028507228362322575
miR-363-5p	0.002845239449677503
miR-639	0.0028452092264679247
miR-3126-3p	0.0028401057256637516
miR-2114-3p	0.002837027133103394
miR-6824-3p	0.0028140134077254565
miR-4726-5p	0.002810466207761357
miR-520c-3p	0.002805991716040276
miR-6715b-3p	0.002802124634396904
miR-4756-3p	0.002802124634396904
miR-4667-5p	0.002790086978989891
miR-6726-5p	0.002786007641101787
miR-1249-5p	0.002786007641101787
miR-597-3p	0.002784089260460647
miR-6769b-3p	0.00278236078811262
miR-6811-5p	0.002771346863850126
miR-766-5p	0.0027685584248378315
miR-524-5p	0.0027465237349366665
miR-4501	0.0027405722464969415
miR-4743-5p	0.0027247003942855457
miR-6734-3p	0.0027227374909521373
miR-135a-3p	0.0027150040685748984
miR-7155-3p	0.0027116162033182
miR-5571-3p	0.0027108828647039113
miR-4795-3p	0.002688340493678929
miR-3161	0.002687002807685629
miR-2276-3p	0.002660627338275053
miR-6779-5p	0.0026581733492140047
miR-6855-3p	0.002646987460913959
miR-548n	0.002631384891388025
miR-4751	0.002631155000904725
miR-4433a-5p	0.002613757603225586
miR-6737-3p	0.002608161587108532
miR-4649-3p	0.002582665919860362
miR-3683	0.002576451153815579
miR-4715-5p	0.0025692385810885837
miR-5006-3p	0.0025619614673736478
miR-7-2-3p	0.002544617718797064
miR-1-5p	0.0025436365768483345
miR-3192-5p	0.002537190642291399
miR-6881-3p	0.00252995284570881
miR-3200-5p	0.002529287225806389
miR-548ay-3p	0.0025154507732189045
miR-3679-5p	0.0025088785538735243
miR-4681	0.002492511590539345
miR-6742-3p	0.0024890227531979034
miR-6884-3p	0.002488347373535509
miR-3129-5p	0.0024741544108820503
miR-374c-5p	0.002473780946384295
miR-3678-3p	0.0024657518179181173
miR-7114-3p	0.00245348257447579
miR-3679-3p	0.0024507193990665173
miR-4752	0.002436824571638398
miR-3124-3p	0.0024316060428572804
miR-6507-3p	0.002426023929594787
miR-548l	0.0024242492924098206
miR-6839-5p	0.002407567078996313
miR-1292-3p	0.0024046430181117674
miR-4659a-3p	0.002401419684896271
miR-1224-3p	0.0023965836739452415
miR-6838-3p	0.0023752611707143433
miR-4725-5p	0.00235162503634927
miR-6729-3p	0.002345287974525401
miR-4802-5p	0.0023237822367012436
miR-507	0.0023003227782053184
miR-6862-5p	0.0022999452318149087
miR-4749-5p	0.002295762672637286
miR-6854-3p	0.0022856287519276183
miR-3155a	0.002280341480551436
miR-5588-5p	0.0022796371262720715
miR-4763-5p	0.0022693137200175384
miR-498	0.0022675290417437438
miR-5582-3p	0.002253192426428718
miR-4649-5p	0.0022457451004337394
miR-3662	0.0022402024334696254
miR-5571-5p	0.0022223997635093967
miR-3135a	0.0022204807055530985
miR-450a-1-3p	0.0022204651860666326
miR-1238-3p	0.002211618595261054
miR-4796-5p	0.0022108310621785916
miR-6783-5p	0.0022053559323157133
miR-4708-3p	0.0022053555951963275
miR-510-3p	0.0021964774921090302
miR-770-5p	0.002194906585366557
miR-4467	0.0021684164425757485
miR-4710	0.002154095942339467
miR-4651	0.0021523914311122965
miR-4511	0.002144486880398551
miR-5196-3p	0.002141876731721831
miR-6782-3p	0.0021412717941684807
miR-378e	0.0021389141320431533
miR-3922-5p	0.002135972564438666
miR-328-5p	0.0021351486591888935
miR-6826-3p	0.002123006611492346
miR-6758-3p	0.0021210676505770097
miR-4700-5p	0.0021155741160856444
miR-3125	0.002108847381547906
miR-6883-3p	0.002107655381821556
miR-4766-3p	0.0021044705497653103
miR-6780b-3p	0.0020937193447468894
miR-4445-5p	0.0020916372882457167
miR-6800-3p	0.002080532907276787
miR-665	0.002080189545791109
miR-6812-5p	0.002077361645392713
miR-6786-3p	0.0020758193209753782
miR-371a-3p	0.002074338371275704
miR-578	0.0020658003189855502
miR-4714-5p	0.002062169376622066
miR-8072	0.0020588228895834677
miR-5697	0.0020462725493777846
miR-580-5p	0.0020460625090342383
miR-3664-3p	0.0020354352343158323
miR-3144-3p	0.002033045789490846
miR-6799-3p	0.0020278802746163775
miR-5088-3p	0.0019919668579471378
miR-7112-3p	0.001973991384847075
miR-6757-3p	0.0019456507418867182
miR-3173-3p	0.001945103390740715
miR-4482-5p	0.0019447758052818268
miR-1913	0.0019425696848359756
miR-524-3p	0.0018996063302754054
miR-4640-5p	0.0018949844726742708
miR-4465	0.001883002167694809
miR-6772-5p	0.0018786563530590313
miR-4436b-5p	0.0018711076113840767
miR-5002-3p	0.0018669586954252761
miR-4728-5p	0.001864214875630103
miR-6771-3p	0.0018612880078025874
miR-376a-2-5p	0.0018597937821070946
miR-1243	0.0018511996499809265
miR-6784-3p	0.0018352280868227742
miR-3918	0.001830031066849143
miR-4648	0.0018281484821247736
miR-4680-3p	0.0018277032846876924
miR-6795-3p	0.001827312139615573
miR-6832-3p	0.0018248964115445616
miR-514b-5p	0.0018021639085692054
miR-4742-5p	0.0017925618943986806
miR-5691	0.0017832477387907896
miR-499b-5p	0.001778452465961883
miR-3115	0.001776548681323067
miR-6735-3p	0.0017541480075842573
miR-1286	0.0017335851774523726
miR-3150b-5p	0.0017329881370073093
miR-4638-5p	0.001725076032963697
miR-7974	0.0017090990653868682
miR-939-3p	0.0017080504902883512
miR-3145-3p	0.0017076691754122548
miR-4690-3p	0.0017056399877603745
miR-3181	0.0016989325872004192
miR-6871-3p	0.0016957067826363734
miR-6836-3p	0.0016957067826363734
miR-6753-5p	0.0016957067826363734
miR-548ag	0.0016833472956619617
miR-876-5p	0.0016813497507209747
miR-6815-3p	0.0016699923186391226
miR-6813-5p	0.0016696346157994827
miR-2116-5p	0.0016674913256902982
miR-3910	0.0016393981779241138
miR-3667-5p	0.0016307795390367856
miR-6860	0.00163043530086412
miR-450b-3p	0.001626411362698704
miR-7704	0.0016114055991311668
miR-6889-3p	0.0015684736033877264
miR-3202	0.0015631308795068068
miR-6727-3p	0.0015395942867325403
miR-122-5p	0.0015390832471145054
miR-6817-3p	0.001535603327927872
miR-3652	0.0015274498817022108
miR-668-3p	0.0015215961164906037
miR-4768-5p	0.001517574349456318
miR-6125	0.0015063573636260495
miR-888-5p	0.0015026550728002373
miR-6801-5p	0.00150087744782942
miR-3617-5p	0.001500669059251046
miR-6797-5p	0.001494917674463518
miR-4792	0.0014934767697180476
miR-6811-3p	0.001481122121457183
miR-4716-3p	0.001479658150981608
miR-526b-3p	0.0014778352014230384
miR-1915-3p	0.0014704918396519092
miR-6858-5p	0.0014696417303766381
miR-4656	0.0014675395512668801
miR-5189-5p	0.0014675395512668801
miR-6844	0.0014644091736196285
miR-3944-5p	0.001446579573900762
miR-7151-5p	0.0014414313208360916
miR-4655-5p	0.0014385604746467938
miR-6731-3p	0.0014271479653492792
miR-4733-5p	0.0014144731871800782
miR-3912-5p	0.0014143174926974685
miR-6802-5p	0.0014069149546487001
miR-4680-5p	0.0014064348340584556
miR-4524a-5p	0.001405316006186
miR-598-5p	0.0014014753607684211
miR-4731-3p	0.001400777954862575
miR-4736	0.00139648375969325
miR-5187-3p	0.0013929941207311135
miR-6779-3p	0.001386432835506842
miR-4695-3p	0.001386432835506842
miR-1303	0.001386432835506842
miR-1245b-3p	0.0013863717608970795
miR-205-3p	0.0013849261393266735
miR-6809-3p	0.0013818375942756965
miR-873-3p	0.0013788018700665657
miR-4662b	0.0013726223322327845
miR-4664-5p	0.0013704126720491595
miR-632	0.0013585087377648035
miR-5008-3p	0.001348352328515916
miR-3139	0.0013473807061777558
miR-2278	0.0013353713279418986
miR-1245a	0.0013314797645554849
miR-5188	0.0013243465709346844
miR-6892-3p	0.0013126411609151055
miR-6824-5p	0.0013026428414733746
miR-579-3p	0.0013008807584423627
miR-4715-3p	0.0012920564129484246
miR-5089-5p	0.0012898041786598461
miR-4672	0.0012893456747053982
miR-520e	0.0012816885951301598
miR-3149	0.0012665484911818065
miR-3942-3p	0.0012661420394521768
miR-301b-5p	0.0012602244226181051
miR-6885-5p	0.0012096517110037918
miR-4749-3p	0.001206716943319279
miR-5580-3p	0.0012065152606115068
miR-7108-3p	0.0012002287785576827
miR-6865-3p	0.0011968568742571437
miR-208b-3p	0.0011842494891446946
miR-4654	0.0011809862198851689
miR-499a-3p	0.0011750738622209897
miR-7160-5p	0.001171383851384942
miR-371a-5p	0.0011569250436284718
miR-4780	0.0011510626075860657
miR-3162-5p	0.0011510626075860657
miR-6744-5p	0.0011510626075860657
miR-5583-3p	0.0011398873738034856
miR-6836-5p	0.0011331028494811406
miR-5002-5p	0.0011287336290594803
miR-3128	0.0011261818679803137
miR-4793-3p	0.001121862214503025
miR-5087	0.0011188658546471258
miR-4734	0.001116482572131447
miR-1278	0.0011164276341177862
miR-6804-3p	0.0011157147381129211
miR-3943	0.0011132746296241823
miR-4773	0.0011101861310985183
miR-3194-5p	0.0011095202707463905
miR-4419b	0.0011084401297650442
miR-7158-3p	0.0011061123696126942
miR-6739-3p	0.0011037381427107928
miR-5584-5p	0.0010913993127297096
miR-6508-3p	0.0010913485952530604
miR-1908-5p	0.0010908333093651015
miR-662	0.0010765921573481316
miR-6720-5p	0.0010674332918390865
miR-6891-3p	0.0010666295574253664
miR-670-5p	0.0010655662989355339
miR-5586-3p	0.001065213748876461
miR-548at-5p	0.001063018047866222
miR-5693	0.0010553323572188688
miR-4675	0.0010545415800832403
miR-4653-3p	0.001053295380681013
miR-433-5p	0.0010495581519732308
miR-7845-5p	0.0010460992034299356
miR-3190-3p	0.0010445812063458555
miR-4529-5p	0.0010424971060998894
miR-6849-3p	0.0010403400398357324
miR-6087	0.0010399389576353593
miR-6770-3p	0.0010393925903487695
miR-1245b-5p	0.0010388786319052567
miR-4421	0.0010384341972282036
miR-3680-5p	0.0010357256274116527
miR-4766-5p	0.0010334098738312477
miR-4684-3p	0.0010275160044672955
miR-513b-5p	0.0010268773066764124
miR-548ar-3p	0.0010236490217032557
miR-7161-5p	0.0010228668841019892
miR-378b	0.001020551497589518
miR-4498	0.0010152395552822141
miR-656-5p	0.001012180104540043
miR-4505	0.0010117953464571794
miR-6858-3p	0.0010117953464571794
miR-3198	0.0010117953464571794
miR-7106-3p	0.0010117953464571794
miR-6889-5p	0.0010117953464571794
miR-6791-5p	0.0010117953464571794
miR-1537-5p	0.001009952581647372
miR-4739	0.0010068591785202322
miR-6764-3p	0.0010026346579250995
miR-1229-5p	0.0010017970270154485
miR-4726-3p	0.0009993039094305105
miR-6737-5p	0.0009920784392763258
miR-6754-3p	0.0009850243831928736
miR-6751-5p	0.000983604746535613
miR-6499-5p	0.0009769872954689988
miR-943	0.0009747608437164228
miR-6855-5p	0.000971736329778807
miR-1248	0.0009700473593587343
miR-3159	0.0009678413746463222
miR-6773-3p	0.0009676238275172265
miR-541-5p	0.0009589437166571252
miR-4482-3p	0.0009559881665939484
miR-7110-5p	0.0009519750377113223
miR-4489	0.0009462472943678448
miR-3124-5p	0.0009388686481341896
miR-3146	0.0009256356304733702
miR-519b-3p	0.0009198737701477825
miR-4796-3p	0.0009135907992717688
miR-1180-5p	0.0009109047796246215
miR-551b-5p	0.0008932962053515033
miR-3162-3p	0.0008593122649268974
miR-6794-5p	0.0008593122649268974
miR-4723-5p	0.000853465879287547
miR-6840-5p	0.0008382793538164345
miR-4512	0.0008336614833587866
miR-548ak	0.0008147705866296186
miR-4644	0.0008042219017869907
miR-7113-3p	0.0007949932387986653
miR-6819-3p	0.0007940407831546496
miR-6740-3p	0.0007940407831546496
miR-6826-5p	0.0007940407831546496
miR-1226-5p	0.0007940407831546496
miR-615-5p	0.0007792434553635259
miR-92a-2-5p	0.0007792434553635259
miR-6825-5p	0.0007792434553635259
miR-1225-3p	0.0007792434553635259
miR-4639-3p	0.000778428826281128
miR-548ax	0.0007761912758793797
miR-3611	0.0007761912758793797
miR-572	0.0007742125632976914
miR-4712-3p	0.000770179782570584
miR-4659a-5p	0.0007628919712351257
miR-6753-3p	0.000761069021676556
miR-548al	0.0007592314616650972
miR-4758-5p	0.0007554438962149894
miR-4428	0.0007513099293371837
miR-6856-5p	0.0007486497279654565
miR-4666a-5p	0.0007448440112292421
miR-6873-3p	0.0007424858071098163
miR-6741-5p	0.0007423526611270779
miR-6745	0.0007423526611270779
miR-6775-3p	0.0007423526611270779
miR-6716-5p	0.0007423526611270779
miR-3916	0.0007423526611270779
miR-6845-3p	0.0007423526611270779
miR-6822-5p	0.0007423526611270779
miR-4716-5p	0.0007423526611270779
miR-6877-3p	0.0007423526611270779
miR-5585-5p	0.000741707560836957
miR-4673	0.0007401626266886417
miR-4727-3p	0.000740124320368539
miR-5003-5p	0.0007326618647674727
miR-6849-5p	0.0007326618647674727
miR-892b	0.0007303173343957936
miR-6733-5p	0.0007298121921199987
miR-4799-5p	0.0007294761838009908
miR-6833-5p	0.0007247477466226743
miR-4999-3p	0.000723955981539731
miR-4735-5p	0.0007214932121684262
miR-4669	0.0007177186353904981
miR-5695	0.0007177186353904981
miR-4774-3p	0.0007157020505531899
miR-3936	0.000711244709127133
miR-6777-3p	0.0007080917046335291
miR-4439	0.0007066307581461767
miR-3919	0.000702676034520542
miR-6856-3p	0.0007008768913088682
miR-520g-5p	0.0007008768913088682
miR-4487	0.0007008768913088682
miR-1539	0.0007008768913088682
miR-6886-3p	0.0007008768913088682
miR-7855-5p	0.0007005984694595528
miR-181d-3p	0.0007005984694595528
miR-6870-3p	0.0007000341614907438
miR-885-3p	0.0006969720676897132
miR-6774-5p	0.000695035949738491
miR-6809-5p	0.0006877913950783047
miR-6505-3p	0.0006877913950783047
miR-466	0.000686363362584937
miR-5000-5p	0.000686363362584937
miR-4662a-3p	0.0006856173678269586
miR-599	0.0006837586143511973
miR-3138	0.0006825526897528595
miR-889-5p	0.0006793846364486688
miR-6773-5p	0.0006782034006070113
miR-4430	0.0006763011830944124
miR-6873-5p	0.0006708905153208809
miR-6754-5p	0.0006701546031962948
miR-337-5p	0.0006645622935216221
miR-6866-3p	0.0006644416910086312
miR-4635	0.0006644416910086312
miR-4698	0.0006594051342313715
miR-3145-5p	0.0006558620899628523
miR-492	0.0006544629354493875
miR-4637	0.0006526940366586615
miR-7977	0.0006511336527845358
miR-514b-3p	0.0006466813781315673
miR-675-5p	0.0006457936264389201
miR-4743-3p	0.000645044353537855
miR-3660	0.0006436135505082859
miR-6515-3p	0.0006407551147590143
miR-3160-3p	0.0006345237876891754
miR-548j-3p	0.0006322006072680007
miR-6890-5p	0.000632008060486691
miR-3925-3p	0.000632008060486691
miR-4641	0.0006288716100944059
miR-4448	0.0006216705364141424
miR-5696	0.0006211903240616937
miR-6845-5p	0.0006180088766634195
miR-6509-3p	0.0006147874023450156
miR-570-5p	0.0006116193490408249
miR-4659b-3p	0.0006090081775999234
miR-548a-5p	0.0006038717048464865
miR-624-3p	0.0006009718910890224
miR-1185-2-3p	0.0006000534648481088
miR-4523	0.0005844088732245929
miR-6784-5p	0.0005808117038212916
miR-1909-3p	0.0005808117038212916
miR-4697-3p	0.0005808117038212916
miR-215-3p	0.0005808117038212916
miR-6780a-3p	0.0005808117038212916
miR-3133	0.0005808117038212916
miR-4787-5p	0.0005808117038212916
miR-6785-3p	0.0005808117038212916
miR-6732-3p	0.0005808117038212916
miR-1266-3p	0.0005808117038212916
miR-4506	0.0005808117038212916
miR-4503	0.00042963597437891234
miR-448	0.00042963597437891234
miR-5011-3p	0.00042963597437891234
miR-6804-5p	0.00042963597437891234
miR-1273h-3p	0.0004238299049086347
miR-7853-5p	0.0004238299049086347
miR-4645-5p	0.0004238299049086347
miR-6878-5p	0.0004238299049086347
miR-875-5p	0.0004238299049086347
miR-938	0.0004209853231941569
miR-96-3p	0.0004209853231941569
miR-4689	0.0004209853231941569
miR-4730	0.0004126761601646296
miR-4782-5p	0.0004126761601646296
miR-3155b	0.0004126761601646296
miR-548an	0.0004126761601646296
miR-5687	0.0004086433794375223
miR-3925-5p	0.0004086433794375223
miR-605-3p	0.0004086433794375223
miR-4670-3p	0.0004086433794375223
miR-19a-5p	0.0004086433794375223
miR-4434	0.00038482612464041404
miR-1257	0.00038482612464041404
miR-6508-5p	0.00038482612464041404
miR-4747-5p	0.0003711633338900306
miR-6769a-5p	0.0003711633338900306
miR-6865-5p	0.0003711633338900306
miR-5587-5p	0.0003711633338900306
miR-642b-5p	0.0003711633338900306
miR-4744	0.0003711633338900306
miR-6866-5p	0.0003711633338900306
miR-545-3p	0.0003711633338900306
miR-1256	0.0003657526661164984
miR-876-3p	0.0003657526661164984
miR-4798-3p	0.0003657526661164984
miR-4650-5p	0.0003657526661164984
miR-4451	0.0003657526661164984
miR-6820-5p	0.0003657526661164984
miR-218-2-3p	0.0003657526661164984
miR-4474-5p	0.0003657526661164984
miR-4470	0.0003657526661164984
miR-138-2-3p	0.0003657526661164984
miR-6130	0.0003646894076266656
miR-4731-5p	0.0003646894076266656
miR-3928-5p	0.0003646894076266656
miR-323b-5p	0.0003646894076266656
miR-6883-5p	0.0003646894076266656
miR-4693-3p	0.0003646894076266656
miR-4446-5p	0.0003646894076266656
miR-4507	0.00036153640313306174
miR-3150a-3p	0.00036153640313306174
miR-6750-5p	0.00036153640313306174
miR-3692-3p	0.00036153640313306174
miR-6740-5p	0.00036153640313306174
miR-3692-5p	0.00036153640313306174
miR-1260a	0.00036153640313306174
miR-4713-5p	0.00036153640313306174
miR-4712-5p	0.00036153640313306174
miR-182-3p	0.00036153640313306174
miR-6791-3p	0.00036153640313306174
miR-4471	0.00036153640313306174
miR-4750-3p	0.00034848064823802345
miR-937-5p	0.00034848064823802345
miR-7157-5p	0.00034848064823802345
miR-4520-5p	0.00034655530150046746
miR-519e-3p	0.00034655530150046746
miR-548az-5p	0.00034655530150046746
miR-3654	0.00034655530150046746
miR-5702	0.00034655530150046746
miR-3186-5p	0.00034655530150046746
miR-3663-3p	0.0003427677360503598
miR-124-5p	0.00033906206632649107
miR-6743-5p	0.00033906206632649107
miR-548at-3p	0.00033906206632649107
miR-767-3p	0.00033906206632649107
miR-603	0.00033906206632649107
miR-7114-5p	0.00033906206632649107
miR-4804-3p	0.0003372391167679213
miR-802	0.0003372391167679213
miR-6872-5p	0.0003372391167679213
miR-4779	0.0003372391167679213
miR-6795-5p	0.0003372391167679213
miR-4432	0.00033543566455665144
miR-5587-3p	0.00033543566455665144
miR-3619-5p	0.00032500742317329576
miR-4504	0.0003216739549582714
miR-6736-5p	0.0003216739549582714
miR-7703	0.0003216739549582714
miR-6729-5p	0.0003216739549582714
miR-4798-5p	0.0003216739549582714
miR-6839-3p	0.0003216739549582714
miR-3622b-5p	0.0003216739549582714
miR-6499-3p	0.0003216739549582714
miR-3689f	0.0003168000236363612
miR-4517	0.0003152080368503298
miR-7843-3p	0.0003152080368503298
miR-3189-5p	0.00031363197033217044
miR-4424	0.00031363197033217044
miR-4466	0.00031363197033217044
miR-7111-3p	0.00031363197033217044
miR-6780a-5p	0.000312849832730904
miR-4774-5p	0.000312849832730904
miR-3682-5p	0.000312849832730904
