miRNA	TCGA-44-2655	TCGA-44-2657	TCGA-44-2661	TCGA-44-2665	TCGA-44-2668	TCGA-44-3396	TCGA-44-3398	TCGA-44-6144	TCGA-44-6776	TCGA-44-6777	TCGA-44-6778	TCGA-44-7659	TCGA-44-7660	TCGA-44-7661	TCGA-44-7662	TCGA-44-7667	TCGA-44-7669	TCGA-44-7670	TCGA-44-7671	TCGA-44-7672	TCGA-49-6742	TCGA-49-6743	TCGA-49-6744	TCGA-49-6745	TCGA-50-5930	TCGA-50-5932	TCGA-50-5933	TCGA-50-7109	TCGA-55-7283	TCGA-55-7570	TCGA-55-7574	TCGA-55-7576	TCGA-55-7724	TCGA-55-7725	TCGA-55-7726	TCGA-55-7903	TCGA-55-7910	TCGA-55-7911	TCGA-55-7914	TCGA-78-7163	TCGA-78-7540	TCGA-86-7711	TCGA-86-7713	TCGA-91-6835	TCGA-91-6836	TCGA-93-7348
hsa-let-7e-5p	4.659797733643746	4.777055594681201	5.938599455335857	5.230873898091539	5.3154094370729785	3.8079718538783753	5.4268917408227395	7.127938264595726	6.701193437943456	5.130346363255047	7.6362463244902035	6.113768338099964	7.149013749946301	7.0329377684369225	7.506571565828818	7.812055299721263	7.292233132048039	7.783009348777495	7.197750376243152	5.869346226748384	7.8083761733795205	7.534853377554507	6.541179120654419	8.120216627645146	6.16699765169079	7.872225783886566	6.925627718895414	7.636226229068196	8.247158450877727	7.0783414512817915	7.635273549356512	7.308136745360488	7.20387233336565	7.137048055698515	6.439925304285814	6.811179396028757	6.354064748490531	5.01262453886506	6.706987963527833	6.906173847208802	7.673273736609817	7.815521665813935	7.05138054967456	7.199573207571877	6.768331380996501	8.48277677579275
hsa-let-7f-1-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2446223687199134	0.2577977574676467	0.054792472840379566	0.3672089741882286	0.32337731152443205	0.20744207987047633	0.234147444396639	0.17549679611198649	0.3032466738212873	0.24207478719814776	0.2841434324278921	0.08035645485566682	0.08979667035064584	0.3357907482691081	0.27637004239527296	0.12462665451374486	0.290366387804989	0.13395445666886396	0.29027564442049114	0.25431718873268483	0.22012581436450301	0.12351453648535415	0.22239242133644802	0.29335894269059154	0.28950661719498505	0.19264507794239583	0.22239242133644802	0.15200309344505006	0.1655860657179751	0.20449666783453876	0.07324898203063845	0.21572869105543724	0.29297672119123325	0.22650852980867975	0.26006283930250296	0.1336784352319693	0.31315788525963023	0.23606735823352454	0.18144687133753187
hsa-let-7f-2-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2577977574676467	0.13464952669478183	0.0	0.1582620839167324	0.0	0.07251249978436797	0.03763765736336523	0.08365792904690957	0.08199337219730735	0.013805799525030428	0.11321061044799109	0.1061771895560294	0.06470568938781525	0.0	0.03345529718547974	0.0	0.09163047546556834	0.046047367519436715	0.03345529718547974	0.0138389074650646	0.01576731585831655	0.0784266469568163	0.05062607306996814	0.014075185211722742	0.04730571477835682	0.055141554192460855	0.04730571477835682	0.02885486267218499	0.09432738254815312	0.028999871722552435	0.044394119358453436	0.10469737866669322	0.05621600956654808	0.07038932789139801	0.017702001733459045	0.04141992737998078	0.057143907103608824	0.09310940439148147	0.014797001928080483
hsa-let-7f-5p	4.167696900550195	4.154903904600337	4.627487117367713	3.6693976492739275	4.120471603351879	2.9727476777477024	5.672425341971495	10.586370695113965	10.951506456056395	8.520599672173859	11.947961911348276	9.929972051064047	10.53122066080138	11.117399959297186	11.074451037891821	11.271159243347688	10.408911454128559	11.210484985193244	10.838713163408531	9.970725976189893	11.497208339683713	11.13265048441521	10.164387143842285	11.824845306397803	9.384276213867928	11.248458002683847	11.0539275167012	11.340174137364025	11.358654270100907	11.044719365666138	11.193785027553357	11.01140587262763	10.503128765150503	11.28420718489186	10.187764448518694	10.432330279814801	10.257130546075087	8.896679285198836	10.55593940506153	10.990681613895994	11.045616340187053	11.45126836049966	10.820914748790749	10.835308775558458	10.915837892874652	12.129976708905904
hsa-let-7g-3p	0.28950661719498505	0.39658059457128275	0.29956028185890793	0.5879838526963931	0.25908722131713097	0.22362602127555847	0.496937752923932	1.1906835616091098	0.3468027635263918	0.09019780897157814	0.9204866298808992	0.5776945002571171	0.31895039508746686	0.2449138752657093	0.24981511680181998	0.5651410598084121	0.19437804516685128	0.39278469243171593	0.22877278061534148	0.20909559872299005	0.16881906421614312	0.1750867065580911	0.17673868703303516	0.1944177937594036	0.2565210988751194	0.11384907703622349	0.14538281717952078	0.3123843222164915	0.4991777974300538	0.3758669019981662	0.39366384848627684	0.3536369546147004	0.4881009614685672	0.3025627700204313	0.17799830197799443	0.19993757050875202	0.25446512710862335	0.11547721741993588	0.42662547355405583	0.3390240887106698	0.411426245726465	0.5908873346782615	0.2792837574788685	0.27753397552890896	0.328325866085513	0.12800761237607167
hsa-let-7g-5p	1.7004397181410922	2.7085675990244926	2.7202223303316297	1.684296525653266	2.3407256903414884	1.9269084891854762	3.8255383838458865	5.680397747182449	5.9852232060074995	4.0259432672522815	6.980694274075373	5.706699915692493	5.673591391775033	6.1703662870545655	6.3045074094231595	6.538614397878594	5.781611910892821	6.873213909135743	5.868921980256794	5.2700488099548535	6.182719691586977	5.877902535652259	4.800494486791927	6.550305237370868	4.438364790298197	5.834966795210473	5.973412106060204	6.46428766836376	6.7034589624398855	6.320854261536044	6.625064159189484	6.258225766364175	5.258244804429099	5.953679122698637	5.156095848078933	5.731227282795144	5.340301989178897	4.133570375348064	5.685747279611735	6.409615725019567	6.25285462595139	6.616707659685897	5.979279501146265	5.700439718141093	5.839063781784942	6.938518620762876
hsa-let-7i-3p	2.742964334787649	3.6152087875892764	3.106915203916512	2.006789165662639	2.800581693462178	4.113648601002997	3.190747765567238	3.631256152995091	2.065152679525251	2.1054185459103474	3.71452427238458	2.9899970318147218	1.3773670813127885	1.7145481280586092	1.8861667093596677	1.7595670231033387	1.5235619560570128	2.129002582491583	1.0884751878225707	1.6664439028597982	1.9102033296493544	1.6857198813790204	1.7249839130291988	1.490485961662251	1.7377452186331057	1.8163925066814617	1.4965578342669281	1.374848409163145	1.7183080465662042	2.25514100367616	2.355480654598389	1.8255595174351948	2.672792673619792	1.9344116583724233	1.1255308820838588	1.642295675787108	1.7376977408659533	0.8328900141647417	2.851010145092152	1.6411785102877043	1.3334237337251917	2.364053570560039	1.6172802209938846	1.3306453119884716	1.632268215499513	0.8179396726987701
hsa-let-7i-5p	1.5443205162238103	2.2889507724410896	2.758991900496205	2.7943341203070275	2.5490429264662136	2.2798538117432208	3.0866694977929603	4.532398278395281	4.475733430966398	3.683153100446265	5.96514852243689	4.7489681930577134	4.375218614734212	4.298542052012341	4.766537149203651	4.813668695989806	4.456275426083609	5.284395277595833	3.897217316757139	3.968217606541364	5.1063598726648465	4.4592392977624025	3.552972386476719	5.1446080990522525	3.4763466541159422	4.138320601568824	4.3231443128538	4.380948608699563	4.833879468500907	4.835900019514674	4.992021942576476	4.718818247455947	4.114756410489684	4.024831852979935	3.644438979134655	4.662451872030237	4.020451209324144	2.948367231584678	4.2014652333813824	4.769673671543178	4.33699741660501	4.941500512096411	4.461340366489119	4.094304324330373	4.4105220181563505	4.725954738388291
hsa-miR-1-3p	0.0	0.03224033700020794	0.0	0.03584519894672219	0.0	0.0	0.05294887994895902	1.584962500721156	2.318788387356795	1.170958820935415	2.298318297877132	1.8731503837832884	1.6992951762001511	2.4600092743170427	1.4600839790557785	2.039528364186637	1.7914133781885826	2.5602158383854707	1.7800444430409463	1.391687012001463	2.9583627101572865	1.6645228787104778	1.5921759909537305	3.1845664685892303	1.2134523769832333	2.2490404464933693	2.0537394599906613	1.42294269736419	2.457231829076324	1.874469117916141	2.0	0.84799690655495	2.1383549224414424	1.4623432140572006	2.6606622268530087	1.0193653248669312	1.6235008867993057	0.5339785720023511	1.8871059435940667	1.289072266735317	2.1210154009613658	2.511899038531433	1.913412315003909	1.9593580155026542	1.1876270031757712	3.2074420798704764
hsa-miR-1-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018496343617389496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018615678167346827	0.0	0.02885486267218499	0.0	0.0	0.0	0.0	0.018983103367572963	0.014355292977070055	0.017702001733459045	0.0	0.0	0.0	0.0
hsa-miR-100-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04629365227393486	0.0	0.08130010210184822	0.028711296641527512	0.014797001928080483	0.025200554125142438	0.0563074409019542	0.06596326237835856	0.05444778402237651	0.019496175625797196	0.05406515703673892	0.013175388747733168	0.019763254821429967	0.03345529718547974	0.04274964745933711	0.10927834128499272	0.0	0.0	0.0138389074650646	0.01576731585831655	0.04756568325205582	0.0	0.0	0.015941543869021503	0.03699420748220157	0.07800251200127317	0.01449956969511517	0.24997825300834758	0.04328409772880009	0.014950341465971606	0.030696797222916426	0.05621600956654808	0.0	0.08641475181747328	0.04141992737998078	0.057143907103608824	0.015941543869021503	0.029443777892481836
hsa-miR-100-5p	4.506032031499436	5.686104802068718	5.689012370943279	5.9354893996368965	5.359857550519685	5.220617271403221	5.556309076493	8.408145105343573	8.808649462311385	7.813284694596499	9.203628176159558	8.720807108656942	8.935666304472674	8.803562185587273	8.885362493439528	9.365849163843338	8.64918707465341	9.710232455159499	8.458286696293785	7.986650995632639	9.137627182063124	8.922259592422437	8.430410629003736	9.964407154625377	8.42483586084348	8.939665378284289	8.477285246076164	7.991366102977416	9.218749244419259	9.07637025207403	8.724948475347478	9.004345329034667	9.01416542472875	8.718399683435292	8.21931521780744	10.050914910894969	8.084309290382185	6.627381885837989	8.941978392634123	7.970705884597612	8.834344630860334	8.767939197762338	8.731780356015804	8.440260970885953	8.08268130295035	9.131034859242511
hsa-miR-101-3p	2.742964334787649	1.9439054379290737	2.3145106233248796	2.8202592571162457	2.2541380053453977	1.532175086361721	1.5299960415032274	11.251424520529104	10.439605071236814	7.0105055470335715	11.60252002133113	10.154557349806746	9.72679751615983	9.950366408302356	10.185744531027636	11.185864372366762	9.542418045967457	11.14504399886317	10.236770580943421	9.613662760750133	10.71183308766626	10.82675581775304	9.937858669543518	11.895688255237724	9.793932779468687	10.241892312641125	9.715498950625943	9.916109125637897	10.569192647737292	9.706557686190068	10.763261194764954	10.595765127936101	10.84509286819442	10.239107868517104	9.84558508701311	9.472004684581325	10.01412670419484	8.42259043389256	11.014980327333282	10.573828983047918	10.805292455600712	10.492656843400178	10.463613648647517	9.574603083159854	10.078135978847248	10.079402305620341
